Ente;Ano;Mes;ProcessoLicitatorio;Participante;Resultado;TipoParticipacao;DataHomologacao;Modalidade;Objeto;QuantidadeParticipante;ValorHomologacao;Tipologia;ValorEstimado
SAO FIDELIS;2026;2;000004/26;OMNIS PARTICIPACOES E REPRESENTACOES LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;M. A. PERCILIANO ALVES & CIA. LTDA.;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;AJR DISTRIBUICAO E SERVICOS LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;CASTRO EQUIPAMENTOS LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;JOSE NEYMAR MENDES GONCALVES ;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;TECNOFORTE;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;INOVA TECH INFORMATICA LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;VPS COMERCIAL MOVEIS E MAQUINAS LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;MASTER DE CACHOEIRO MOVEIS E EQUIPAMENTOS PARA ESC;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;SIGMA LICITACOES LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;2;000004/26;UTIBRINK COMERCIO & REPRESENTACOES LTDA;VENCEDOR;COMUM;2026-03-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO E OUTROS ELETRODOMÉSTICOS;23;1224918.4;OUTRAS COMPRAS;1454096.33
SAO FIDELIS;2026;3;000009/26;C AUGUSTO XAVIER;VENCEDOR;COMUM;2026-03-31;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR;7;94028.2;TRANSPORTE ESCOLAR (SERV. DE);266913.0
SAO FIDELIS;2026;3;000009/26;MARIA HELENA DE ASSIS PANISSET;VENCEDOR;COMUM;2026-03-31;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR;7;94028.2;TRANSPORTE ESCOLAR (SERV. DE);266913.0
SAO FIDELIS;2026;3;000009/26;CEZAR LUIZ PEREIRA ANGELO ;VENCEDOR;COMUM;2026-03-31;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR;7;94028.2;TRANSPORTE ESCOLAR (SERV. DE);266913.0
SAO FIDELIS;2026;3;000009/26;PRADO CONSTRUTORA E EMPREENDIMENTOS LTDA;VENCEDOR;COMUM;2026-03-31;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR;7;94028.2;TRANSPORTE ESCOLAR (SERV. DE);266913.0
SAO FIDELIS;2026;4;000017/26;OMNIS PARTICIPACOES E REPRESENTACOES LTDA;VENCEDOR;COMUM;2026-05-06;CONCORRÊNCIA ELETRÔNICA (LEI 14.133/2021);EXECUÇÃO DA OBRA DE REFORMA E AMPLIAÇÃO DA QUADRA POLIESPORTIVA AMARO GUAPA.;1;533000.0;OBRA DE ENGENHARIA;533799.07
SAO FIDELIS;2026;3;000024/26;ABA COMERCIAL LTDA - ME.;VENCEDOR;COMUM;2026-04-01;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MOBILIÁRIO.;6;528974.0;OUTRAS COMPRAS;979842.2
SAO FIDELIS;2026;3;000024/26;CONVE COMERCIO DE MOVEIS E UTILIDADES LTDA;VENCEDOR;COMUM;2026-04-01;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MOBILIÁRIO.;6;528974.0;OUTRAS COMPRAS;979842.2
SAO FIDELIS;2026;3;000024/26;ACHEI INDUSTRIA DE MOVEIS LTDA;VENCEDOR;COMUM;2026-04-01;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MOBILIÁRIO.;6;528974.0;OUTRAS COMPRAS;979842.2
SAO FIDELIS;2026;3;000024/26;AJR DISTRIBUICAO E SERVICOS LTDA;VENCEDOR;COMUM;2026-04-01;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MOBILIÁRIO.;6;528974.0;OUTRAS COMPRAS;979842.2
CORDEIRO;2026;3;000026/2026;ALFA LOCAÇÃO VEICULAR LTDA;VENCEDOR;COMUM;2026-04-16;PREGÃO ELETRÔNICO;REF. CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS LEVES, COM FORNECIMENTO DE MOTORISTA, DESTINADOS AO TRANSPORTE DE PACIENTES EM TRATAMENTO FORA DO DOMICÍLIO – ;1;1459200.0;TRANSPORTE DE PASSAGEIROS (SERV. DE);1570022.04
SAO FIDELIS;2026;4;000027/26;P. CORDEIRO RIBEIRO GRAFICA E PAPELARIA LTDA;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;AQUISIÇÃO DE SERVIÇOS GRÁFICOS.;3;489081.38;OUTROS SERVIÇOS;428895.94
SAO FIDELIS;2026;4;000027/26;OFFICE PAPER COMERCIO DE PAPEIS LTDA;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;AQUISIÇÃO DE SERVIÇOS GRÁFICOS.;3;489081.38;OUTROS SERVIÇOS;428895.94
SAO FIDELIS;2026;4;000027/26;VICECONTE E TARDIN LTDA;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;AQUISIÇÃO DE SERVIÇOS GRÁFICOS.;3;489081.38;OUTROS SERVIÇOS;428895.94
SAO FIDELIS;2026;4;000034/26;T. SOARES JACURU DISTRIBUIDORA;VENCEDOR;COMUM;2026-05-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE UTENSÍLIOS DE COZINHA.;4;180720.0;OUTRAS COMPRAS;270035.7
SAO FIDELIS;2026;4;000034/26;VPS COMERCIAL MOVEIS E MAQUINAS LTDA;VENCEDOR;COMUM;2026-05-05;PREGÃO ELETRÔNICO;AQUISIÇÃO DE UTENSÍLIOS DE COZINHA.;4;180720.0;OUTRAS COMPRAS;270035.7
BOM JESUS DO ITABAPOANA;2026;3;000037/2025 PE 011/26 FMS;B MEDEIROS FERNANDES;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE GENEROS ALIMENTÍCIOS, PARA ATENDER AS DEMANDAS DE LANCHES OFERECIDOS EM EVENTOS, REUNIÕES, CAPACITAÇÕES E CAMPANHAS DE VACINAÇÃO, A PEDIDO DA SEC;10;145366.8;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);176823.85
BOM JESUS DO ITABAPOANA;2026;3;000037/2025 PE 011/26 FMS;BUBBLE BOX BJI SERVICOS LTDA;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE GENEROS ALIMENTÍCIOS, PARA ATENDER AS DEMANDAS DE LANCHES OFERECIDOS EM EVENTOS, REUNIÕES, CAPACITAÇÕES E CAMPANHAS DE VACINAÇÃO, A PEDIDO DA SEC;10;145366.8;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);176823.85
BOM JESUS DO ITABAPOANA;2026;3;000037/2025 PE 011/26 FMS;ORGANIZACOES DE CEREAIS FERNANDES E FILHOS LTDA;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE GENEROS ALIMENTÍCIOS, PARA ATENDER AS DEMANDAS DE LANCHES OFERECIDOS EM EVENTOS, REUNIÕES, CAPACITAÇÕES E CAMPANHAS DE VACINAÇÃO, A PEDIDO DA SEC;10;145366.8;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);176823.85
SAO FIDELIS;2026;5;000037/26;E R AMARAL HOTEL;VENCEDOR;COMUM;2026-05-05;PREGÃO ELETRÔNICO;SERVIÇO DE HOTELARIA.;1;40475.8;OUTROS SERVIÇOS;40475.8
CORDEIRO;2026;5;000052/2026;M J WERMELINGER FERRAZ;VENCEDOR;COMUM;2026-05-14;PREGÃO ELETRÔNICO;REF. A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO MÉDICO IMEDIATO DURANTE O EVENTO 82ª EXPOSIÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE CORDEIRO – 2026, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊN;1;368000.0;OUTROS SERVIÇOS;431666.67
SAO FIDELIS;2026;5;000058/26;RIO CARIOCA DISTRIBUICAO E PRESTACAO DE SERVICOS L;VENCEDOR;COMUM;2026-05-28;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CESTAS BÁSICAS.;6;633246.6;OUTRAS COMPRAS;998529.0
CARMO;2026;4;000077/2026;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA;VENCEDOR;COMUM;2026-04-14;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS DE CONSUMO, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CONV;5;139760.41;OUTRAS COMPRAS;267026.36
CARMO;2026;4;000077/2026;DC ATACADO LTDA;VENCEDOR;COMUM;2026-04-14;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS DE CONSUMO, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CONV;5;139760.41;OUTRAS COMPRAS;267026.36
CARMO;2026;4;000077/2026;OMEGA DISTRIBUIDORA DE CARMO LTDA;VENCEDOR;COMUM;2026-04-14;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS DE CONSUMO, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CONV;5;139760.41;OUTRAS COMPRAS;267026.36
CARMO;2026;4;000077/2026;TECNOS SUPORTE EMPRESARIAL LTDA..;VENCEDOR;COMUM;2026-04-14;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS DE CONSUMO, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CONV;5;139760.41;OUTRAS COMPRAS;267026.36
CARMO;2026;4;000077/2026;VALENTE DISTRIBUICAO, REPRESENTACOES E PRESTACAO D;VENCEDOR;COMUM;2026-04-14;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS DE CONSUMO, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CONV;5;139760.41;OUTRAS COMPRAS;267026.36
CARMO;2026;4;000078/2026;BRASIDAS LTDA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;BRUNO DO CARMO FERREIRA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;FISIOFIT FABRICAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;CONVE COMERCIO DE MOVEIS E UTILIDADES LTDA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;SOBERANA COMERCIO E SERVICOS LTDA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;DEBRUM MÓVEIS CORPORATIVOS;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;OMEGA DISTRIBUIDORA DE CARMO LTDA;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;TECNOS SUPORTE EMPRESARIAL LTDA..;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;4;000078/2026;VALENTE DISTRIBUICAO, REPRESENTACOES E PRESTACAO D;VENCEDOR;COMUM;2026-04-29;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE BENS PERMANENTES, PARA IMPLANTAÇÃO DO NATEA DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMO-RJ, PROPOSTA DO CON;9;98572.1;OUTRAS COMPRAS;335254.18
CARMO;2026;3;000083/2026;Z E S COMERCIAL LTDA;VENCEDOR;COMUM;2026-03-31;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREGOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE CESTAS BASICAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ASSI;10;496000.0;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);794890.0
CARMO;2026;3;000093/2026;LINES $ LESSA CONTADORES ASSOCIADOS LTDA;VENCEDOR;COMUM;2026-03-17;PREGÃO PRESENCIAL;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE CONSULTORIA E ASSESSORIA EM CONTABILIDADE APLICADA AO SETOR PÚBLICO E EM ROTINAS ADMINIS;1;133200.0;OUTROS SERVIÇOS;133200.0
ITABORAI;2026;1;0001.001907/2025-42;GRAFICA E EDITORA MUNDO LTDA;VENCEDOR;COMUM;2026-01-29;PREGÃO ELETRÔNICO;CONFECÇÃO DE CARNÊS DE COBRANÇA DE IPTU E TAXAS MERCANTIS;2;124907.18;OUTROS SERVIÇOS;503829.53
ITABORAI;2026;1;0001.001907/2025-42;PLANET PRINTER COMERCIO E SERVICOS DE IMPRESSAO LI;VENCEDOR;COMUM;2026-01-29;PREGÃO ELETRÔNICO;CONFECÇÃO DE CARNÊS DE COBRANÇA DE IPTU E TAXAS MERCANTIS;2;124907.18;OUTROS SERVIÇOS;503829.53
ITABORAI;2026;4;0001.002489/2025-19;CESPRO PROCESSAMENTO DE DADOS LTDA;VENCEDOR;COMUM;2026-04-13;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE CESSÃO DE USO DE SOFTWARE COMPREENDENDO A PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS NA DIGITAÇÃO, IMPLANTAÇÃO, CONSOLIDAÇÃO, COMPILAÇÃO E VERSIONAMENTO DOS ATOS OFICIAIS DO MUNICÍPI;1;24000.0;OUTROS SERVIÇOS;26170.92
ITABORAI;2026;3;0001.007648/2024-82;FRANCINEIDE GOMES SANTOS PAMPONET LTDA;VENCEDOR;COMUM;2026-03-20;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CERTIFICADOS DIGITAIS E-CPF E E-CNPJ, BEM COMO A OBTENÇÃO DE CERTIFICADOS SSL/TLS.;2;5588.9;OUTRAS COMPRAS;20339.22
ITABORAI;2026;3;0001.007648/2024-82;ZEFERINO & CAMELO SERVICOS ADMINISTRATIVO LTDA;VENCEDOR;COMUM;2026-03-20;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CERTIFICADOS DIGITAIS E-CPF E E-CNPJ, BEM COMO A OBTENÇÃO DE CERTIFICADOS SSL/TLS.;2;5588.9;OUTRAS COMPRAS;20339.22
ITABORAI;2026;1;0001.007926/2025-82;INSTITUTO BRASILEIRO DE PESQUISAS E DESENVOLVIMENT;VENCEDOR;COMUM;2026-01-28;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA O LICENCIAMENTO DE SOFTWARES, NA MODALIDADE DE SOFTWARE COMO UM SERVIÇO -S.A.A.S., DE SOLUÇÕES TECNOLÓGICAS DE GESTÃO DE MODERNIZAÇÃO TRIBUTÁRIA E INTELIGÊNCIA FISCAL, DE G;1;12504000.0;TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, SOFTWARE E/OU HARDWARE (SERV. DE);7063519.32
APERIBE;2026;6;0001/2026;PADARIA E LANCHONETE SÃO SEBASTIÃO DE APERIBÉ LTDA;VENCEDOR;COMUM;2026-06-04;PREGÃO ELETRÔNICO;“AQUISIÇÃO DE GENEROS ALIMENTÍCIOS (PÃO, LEITE, BOLO, MANTEIGA E ROSQUINHA), PARA ATENDER AS INSTITUIÇÕES ESCOLARES DO MUNICÍPIO”.;4;479348.4;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);489159.0
APERIBE;2026;6;0001/2026;SANDRO LOPES BARBOSA LTDA;VENCEDOR;COMUM;2026-06-04;PREGÃO ELETRÔNICO;“AQUISIÇÃO DE GENEROS ALIMENTÍCIOS (PÃO, LEITE, BOLO, MANTEIGA E ROSQUINHA), PARA ATENDER AS INSTITUIÇÕES ESCOLARES DO MUNICÍPIO”.;4;479348.4;GÊNEROS ALIMENTÍCIOS (AQUISIÇÃO DE);489159.0
CARMO;2026;4;000162/2026;VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOT;VENCEDOR;COMUM;2026-04-27;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE 10 (DEZ) VEICULOS DE PASSEIO ZERO KM, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CA;12;860000.0;VEÍCULOS, MÁQUINAS E/OU EQUIPAMENTOS (AQUISIÇÃO DE);947700.0
CARMO;2026;6;000166/2026;GHC MED DISTRIBUIDORA LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;TERAMED PRODUTOS PARA SAUDE LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;MILLENIUM COMERCIO SERVICO LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;MEDICAL CL  COMERCIO DE PRODUTOS MEDICOS LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;IMPERIUM MED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;SAMEH SOLUÇÕES HOSPITALARES LTDA.;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;VERITAS FARMA DISTRIBUIDORA LTDA;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
CARMO;2026;6;000166/2026;SURGICAL COMERCIO E IMPORTACAO DE MATERIAIS MEDICO;VENCEDOR;COMUM;2026-05-26;PREGÃO ELETRÔNICO;A PRESENTE LICITAÇÃO TEM POR OBJETO O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS DE CURATIVOS E CORRELATOS, PARA ATENDER AS NECESSIDADES DAS UNIDAD;8;1812032.0;MATERIAL HOSPITALAR (AQUISIÇÃO DE);2366012.0
